"","Wcol","Anio","consumo","mes"
"476","FRACC. FLAMINGOS",2019,"6120","enero"
"477","FRACC. FOVISSSTE PLAYA AZUL",2020,"10182","enero"
"478","FRACC. FOVISSSTE PLAYA AZUL",2019,"9814","enero"
"479","FRACC. FOVISSSTE PLAYA AZUL",2018,"11672","enero"
"480","FRACC. FOVISSSTE PLAYA AZUL",2021,"10481","enero"
"481","FRACC. FUENTES DEL VALLE",2020,"4023","enero"
"482","FRACC. FUENTES DEL VALLE",2018,"4655","enero"
"483","FRACC. FUENTES DEL VALLE",2019,"4023","enero"
"484","FRACC. FUENTES DEL VALLE",2021,"4253","enero"
"485","FRACC. GILBERTO LOPEZ",2020,"489","enero"
"486","FRACC. GILBERTO LOPEZ",2019,"418","enero"
"487","FRACC. GILBERTO LOPEZ",2018,"644","enero"
"488","FRACC. GILBERTO LOPEZ",2021,"376","enero"
"489","FRACC. GIRASOLES",2018,"1039","enero"
"490","FRACC. GIRASOLES",2019,"985","enero"
"491","FRACC. GIRASOLES",2020,"1163","enero"
"492","FRACC. GIRASOLES",2021,"1016","enero"
"493","FRACC. HACIENDA DEL MAR",2020,"2513","enero"
"494","FRACC. HACIENDA DEL MAR",2021,"2896","enero"
"495","FRACC. HACIENDA DEL MAR",2019,"2382","enero"
"496","FRACC. HACIENDA DEL MAR",2018,"2447","enero"
"497","FRACC. HACIENDA DEL SEMINARIO",2019,"15582","enero"
"498","FRACC. HACIENDA DEL SEMINARIO",2018,"15049","enero"
"499","FRACC. HACIENDA DEL SEMINARIO",2020,"8752","enero"
"500","FRACC. HACIENDA DEL SEMINARIO",2021,"10416","enero"
"501","FRACC. HACIENDA DEL VALLE",2020,"1351","enero"
"502","FRACC. HACIENDA DEL VALLE",2018,"1138","enero"
"503","FRACC. HACIENDA DEL VALLE",2019,"1294","enero"
"504","FRACC. HACIENDA DEL VALLE",2021,"1626","enero"
"505","FRACC. HACIENDA LAS CRUCES",2018,"3183","enero"
"506","FRACC. HACIENDA LAS CRUCES",2020,"3156","enero"
"507","FRACC. HACIENDA LAS CRUCES",2019,"2807","enero"
"508","FRACC. HACIENDA LAS CRUCES",2021,"3702","enero"
"509","FRACC. HACIENDA LOS MANGOS",2018,"5871","enero"
"510","FRACC. HACIENDA LOS MANGOS",2019,"5342","enero"
"511","FRACC. HACIENDA LOS MANGOS",2020,"5254","enero"
"512","FRACC. HACIENDA LOS MANGOS",2021,"5693","enero"
"513","FRACC. HACIENDA SEMINARIO II",2018,"2010","enero"
"514","FRACC. HACIENDA SEMINARIO II",2020,"1743","enero"
"515","FRACC. HACIENDA SEMINARIO II",2021,"2197","enero"
"516","FRACC. HACIENDA SEMINARIO II",2019,"2665","enero"
"517","FRACC. HOGAR DEL PESCADOR",2018,"8381","enero"
"518","FRACC. HOGAR DEL PESCADOR",2021,"8185","enero"
"519","FRACC. HOGAR DEL PESCADOR",2020,"7906","enero"
"520","FRACC. HOGAR DEL PESCADOR",2019,"7915","enero"
"521","FRACC. INVIES ARBOLEDAS",2021,"4037","enero"
"522","FRACC. INVIES ARBOLEDAS",2019,"4236","enero"
"523","FRACC. INVIES ARBOLEDAS",2020,"4304","enero"
"524","FRACC. INVIES ARBOLEDAS",2018,"4454","enero"
"525","FRACC. ISLA RESIDENCIAL",2018,"2108","enero"
"526","FRACC. ISLA RESIDENCIAL",2019,"2022","enero"
"527","FRACC. ISLA RESIDENCIAL",2021,"1873","enero"
"528","FRACC. ISLA RESIDENCIAL",2020,"2569","enero"
"529","FRACC. ISSTESIN",2020,"2095","enero"
"530","FRACC. ISSTESIN",2019,"2154","enero"
"531","FRACC. ISSTESIN",2021,"2306","enero"
"532","FRACC. ISSTESIN",2018,"2615","enero"
"533","FRACC. JACARANDAS",2020,"15841","enero"
"534","FRACC. JACARANDAS",2018,"17408","enero"
"535","FRACC. JACARANDAS",2021,"16522","enero"
"536","FRACC. JACARANDAS",2019,"15797","enero"
"537","FRACC. JARDINES DE LA ALAMEDA",2019,"1108","enero"
"538","FRACC. JARDINES DE LA ALAMEDA",2020,"1071","enero"
"539","FRACC. JARDINES DE LA ALAMEDA",2021,"1354","enero"
"540","FRACC. JARDINES DE LA ALAMEDA",2018,"1184","enero"
"541","FRACC. JARDINES DE LA RIVIERA",2020,"4785","enero"
"542","FRACC. JARDINES DE LA RIVIERA",2021,"5103","enero"
"543","FRACC. JARDINES DE LA RIVIERA",2018,"3562","enero"
"544","FRACC. JARDINES DE LA RIVIERA",2019,"4040","enero"
"545","FRACC. JARDINES DEL BOSQUE",2018,"4401","enero"
"546","FRACC. JARDINES DEL BOSQUE",2020,"4349","enero"
"547","FRACC. JARDINES DEL BOSQUE",2019,"3804","enero"
"548","FRACC. JARDINES DEL BOSQUE",2021,"4384","enero"
"549","FRACC. JARDINES DEL TOREO",2021,"925","enero"
"550","FRACC. JARDINES DEL TOREO",2020,"917","enero"
"551","FRACC. JARDINES DEL TOREO",2019,"794","enero"
"552","FRACC. JARDINES DEL TOREO",2018,"906","enero"
"553","FRACC. JOSE GORDILLO PINTO",2020,"2087","enero"
"554","FRACC. JOSE GORDILLO PINTO",2019,"2266","enero"
"555","FRACC. JOSE GORDILLO PINTO",2021,"1806","enero"
"556","FRACC. JOSE GORDILLO PINTO",2018,"1903","enero"
"557","FRACC. LA ALBORADA",2020,"5343","enero"
"558","FRACC. LA ALBORADA",2018,"5280","enero"
"559","FRACC. LA ALBORADA",2021,"5966","enero"
"560","FRACC. LA ALBORADA",2019,"6618","enero"
"561","FRACC. LA CAMPIÑA",2019,"8057","enero"
"562","FRACC. LA CAMPIÑA",2021,"7951","enero"
"563","FRACC. LA CAMPIÑA",2020,"6602","enero"
"564","FRACC. LA CAMPIÑA",2018,"6543","enero"
"565","FRACC. LA CIMA",2018,"2130","enero"
"566","FRACC. LA CIMA",2020,"1957","enero"
"567","FRACC. LA CIMA",2021,"2042","enero"
"568","FRACC. LA CIMA",2019,"1645","enero"
"569","FRACC. LA JOYA",2019,"5911","enero"
"570","FRACC. LA JOYA",2020,"5652","enero"
"571","FRACC. LA JOYA",2018,"4983","enero"
"572","FRACC. LA JOYA",2021,"6729","enero"
"573","FRACC. LA RIVIERA CONJ. RESID.",2021,"9110","enero"
"574","FRACC. LA RIVIERA CONJ. RESID.",2018,"6974","enero"
"575","FRACC. LA RIVIERA CONJ. RESID.",2019,"7968","enero"
"576","FRACC. LA RIVIERA CONJ. RESID.",2020,"7833","enero"
"577","FRACC. LAS BRISAS",2020,"1776","enero"
"578","FRACC. LAS BRISAS",2021,"1777","enero"
"579","FRACC. LAS BRISAS",2018,"1795","enero"
"580","FRACC. LAS BRISAS",2019,"1646","enero"
"581","FRACC. LAS GAVIOTAS",2018,"5839","enero"
"582","FRACC. LAS GAVIOTAS",2021,"5795","enero"
"583","FRACC. LAS GAVIOTAS",2019,"4414","enero"
"584","FRACC. LAS GAVIOTAS",2020,"4749","enero"
"585","FRACC. LAS MAÑANITAS",2021,"11527","enero"
"586","FRACC. LAS MAÑANITAS",2018,"11572","enero"
"587","FRACC. LAS MAÑANITAS",2019,"10738","enero"
"588","FRACC. LAS MAÑANITAS",2020,"10847","enero"
"589","FRACC. LAS MISIONES",2020,"12095","enero"
"590","FRACC. LAS MISIONES",2018,"11690","enero"
"591","FRACC. LAS MISIONES",2019,"10553","enero"
"592","FRACC. LAS MISIONES",2021,"11976","enero"
"593","FRACC. LOMAS DE MAZATLAN",2020,"29136","enero"
"594","FRACC. LOMAS DE MAZATLAN",2018,"35458","enero"
"595","FRACC. LOMAS DE MAZATLAN",2021,"31030","enero"
"596","FRACC. LOMAS DE MAZATLAN",2019,"29088","enero"
"597","FRACC. LOMAS DE SAN JORGE",2020,"8084","enero"
"598","FRACC. LOMAS DE SAN JORGE",2021,"9450","enero"
"599","FRACC. LOMAS DE SAN JORGE",2019,"8003","enero"
"600","FRACC. LOMAS DE SAN JORGE",2018,"8287","enero"
"601","FRACC. LOMAS DEL BOSQUE",2019,"2113","enero"
"602","FRACC. LOMAS DEL BOSQUE",2021,"2531","enero"
"603","FRACC. LOMAS DEL BOSQUE",2020,"2087","enero"
"604","FRACC. LOMAS DEL BOSQUE",2018,"2109","enero"
"605","FRACC. LOMAS DEL MAR",2018,"10149","enero"
"606","FRACC. LOMAS DEL MAR",2020,"9817","enero"
"607","FRACC. LOMAS DEL MAR",2021,"9931","enero"
"608","FRACC. LOMAS DEL MAR",2019,"10235","enero"
"609","FRACC. LOMAS DEL VALLE",2021,"7837","enero"
"610","FRACC. LOMAS DEL VALLE",2020,"3156","enero"
"611","FRACC. LOMAS DEL VALLE",2019,"4853","enero"
"612","FRACC. LOMAS DEL VALLE",2018,"5103","enero"
"613","FRACC. LOS LAURELES",2018,"4568","enero"
"614","FRACC. LOS LAURELES",2019,"4498","enero"
"615","FRACC. LOS LAURELES",2021,"4756","enero"
"616","FRACC. LOS LAURELES",2020,"4091","enero"
"617","FRACC. LOS MANGOS II",2020,"3789","enero"
"618","FRACC. LOS MANGOS II",2021,"3961","enero"
"619","FRACC. LOS MANGOS II",2018,"4032","enero"
"620","FRACC. LOS MANGOS II",2019,"4061","enero"
"621","FRACC. LOS MANGOS RESIDENCIAL",2019,"8144","enero"
"622","FRACC. LOS MANGOS RESIDENCIAL",2020,"7214","enero"
"623","FRACC. LOS MANGOS RESIDENCIAL",2021,"9681","enero"
"624","FRACC. LOS MANGOS RESIDENCIAL",2018,"11150","enero"
"625","FRACC. LOS OLIVOS",2020,"6000","enero"
"626","FRACC. LOS OLIVOS",2018,"8452","enero"
"627","FRACC. LOS OLIVOS",2019,"6463","enero"
"628","FRACC. LOS OLIVOS",2021,"6805","enero"
"629","FRACC. LOS PORTALES",2019,"6980","enero"
"630","FRACC. LOS PORTALES",2021,"7322","enero"
"631","FRACC. LOS PORTALES",2020,"6856","enero"
"632","FRACC. LOS PORTALES",2018,"8268","enero"
"633","FRACC. LOS VENADOS",2021,"1081","enero"
"634","FRACC. LOS VENADOS",2019,"1171","enero"
"635","FRACC. LOS VENADOS",2018,"1066","enero"
"636","FRACC. LOS VENADOS",2020,"1037","enero"
"637","FRACC. MAR DE CORTEZ",2019,"4068","enero"
"638","FRACC. MAR DE CORTEZ",2021,"4520","enero"
"639","FRACC. MAR DE CORTEZ",2020,"3365","enero"
"640","FRACC. MAR DE CORTEZ",2018,"3890","enero"
"641","FRACC. MAR Y SOL",2021,"6","enero"
"642","FRACC. MAR Y SOL",2019,"1","enero"
"643","FRACC. MAR Y SOL",2018,"0","enero"
"644","FRACC. MAR Y SOL",2020,"1","enero"
"645","FRACC. MARIA ANTONIETA",2021,"3451","enero"
"646","FRACC. MARIA ANTONIETA",2018,"3130","enero"
"647","FRACC. MARIA ANTONIETA",2020,"3136","enero"
"648","FRACC. MARIA ANTONIETA",2019,"3281","enero"
"649","FRACC. MARIA DEL MAR",2021,"413","enero"
"650","FRACC. MARIA DEL MAR",2019,"382","enero"
"651","FRACC. MARIA DEL MAR",2018,"541","enero"
"652","FRACC. MARIA DEL MAR",2020,"421","enero"
"653","FRACC. MARIA FERNANDA",2020,"1620","enero"
"654","FRACC. MARIA FERNANDA",2018,"1633","enero"
"655","FRACC. MARIA FERNANDA",2019,"1535","enero"
"656","FRACC. MARIA FERNANDA",2021,"1473","enero"
"657","FRACC. MARINA GARDENS",2019,"2032","enero"
"658","FRACC. MARINA GARDENS",2021,"2594","enero"
"659","FRACC. MARINA GARDENS",2020,"2116","enero"
"660","FRACC. MARINA GARDENS",2018,"2531","enero"
"661","FRACC. MARINA KELLY",2019,"1253","enero"
"662","FRACC. MARINA KELLY",2018,"1552","enero"
"663","FRACC. MARINA KELLY",2021,"2038","enero"
"664","FRACC. MARINA KELLY",2020,"1340","enero"
"665","FRACC. MEDITERRANEO",2021,"9639","enero"
"666","FRACC. MEDITERRANEO",2020,"9081","enero"
"667","FRACC. MEDITERRANEO",2019,"9472","enero"
"668","FRACC. MEDITERRANEO",2018,"9448","enero"
"669","FRACC. MELINA",2019,"1194","enero"
"670","FRACC. MELINA",2021,"1207","enero"
"671","FRACC. MELINA",2020,"1217","enero"
"672","FRACC. MELINA",2018,"1207","enero"
"673","FRACC. MIRASOL (PETROLEOS)",2019,"552","enero"
"674","FRACC. MIRASOL (PETROLEOS)",2020,"461","enero"
"675","FRACC. MIRASOL (PETROLEOS)",2018,"551","enero"
"676","FRACC. MIRASOL (PETROLEOS)",2021,"527","enero"
"677","FRACC. MONTE VERDE",2019,"3191","enero"
"678","FRACC. MONTE VERDE",2020,"2818","enero"
"679","FRACC. MONTE VERDE",2021,"4138","enero"
"680","FRACC. MONTE VERDE",2018,"4087","enero"
"681","FRACC. NUEVO CAJEME",2021,"2702","enero"
"682","FRACC. NUEVO CAJEME",2020,"2724","enero"
"683","FRACC. NUEVO CAJEME",2018,"2699","enero"
"684","FRACC. NUEVO CAJEME",2019,"3242","enero"
"685","FRACC. PALMAS DEL SOL",2018,"1564","enero"
"686","FRACC. PALMAS DEL SOL",2021,"1369","enero"
"687","FRACC. PALMAS DEL SOL",2019,"1158","enero"
"688","FRACC. PALMAS DEL SOL",2020,"1053","enero"
"689","FRACC. PARAISO",2018,"1585","enero"
"690","FRACC. PARAISO",2019,"1474","enero"
"691","FRACC. PARAISO",2021,"1016","enero"
"692","FRACC. PARAISO",2020,"1216","enero"
"693","FRACC. PASEO ALAMEDA",2020,"3520","enero"
"694","FRACC. PASEO ALAMEDA",2019,"3322","enero"
"695","FRACC. PASEO ALAMEDA",2018,"3691","enero"
"696","FRACC. PASEO ALAMEDA",2021,"3409","enero"
"697","FRACC. PASEO DE LAS TORRES",2021,"1553","enero"
"698","FRACC. PASEO DE LAS TORRES",2020,"1597","enero"
"699","FRACC. PASEO DE LAS TORRES",2018,"1795","enero"
"700","FRACC. PASEO DE LAS TORRES",2019,"1453","enero"
"701","FRACC. PASEOS DE LOS OLIVOS",2019,"6450","enero"
"702","FRACC. PASEOS DE LOS OLIVOS",2018,"6607","enero"
"703","FRACC. PASEOS DE LOS OLIVOS",2020,"5945","enero"
"704","FRACC. PASEOS DE LOS OLIVOS",2021,"6374","enero"
"705","FRACC. PLAYA LINDA",2018,"1134","enero"
"706","FRACC. PLAYA LINDA",2020,"1193","enero"
"707","FRACC. PLAYA LINDA",2021,"1069","enero"
"708","FRACC. PLAYA LINDA",2019,"998","enero"
"709","FRACC. PLAYA SUR",2021,"23492","enero"
"710","FRACC. PLAYA SUR",2018,"20671","enero"
"711","FRACC. PLAYA SUR",2019,"3571","enero"
"712","FRACC. PLAYA SUR",2020,"21364","enero"
"713","FRACC. PLAYA SUR II",2020,"409","enero"
"714","FRACC. PLAYA SUR II",2018,"511","enero"
"715","FRACC. PLAYA SUR II",2021,"442","enero"
"716","FRACC. PLAYA SUR II",2019,"-","enero"
"717","FRACC. PLAYAS DEL SOL",2018,"753","enero"
"718","FRACC. PLAYAS DEL SOL",2019,"612","enero"
"719","FRACC. PLAYAS DEL SOL",2021,"623","enero"
"720","FRACC. PLAYAS DEL SOL",2020,"691","enero"
"721","FRACC. PLAYAS INFONAVIT",2021,"375","enero"
"722","FRACC. PLAYAS INFONAVIT",2018,"331","enero"
"723","FRACC. PLAYAS INFONAVIT",2020,"384","enero"
"724","FRACC. PLAYAS INFONAVIT",2019,"376","enero"
"725","FRACC. PLAZA REFORMA",2019,"1605","enero"
"726","FRACC. PLAZA REFORMA",2021,"2056","enero"
"727","FRACC. PLAZA REFORMA",2020,"1647","enero"
"728","FRACC. PLAZA REFORMA",2018,"1993","enero"
"729","FRACC. PORTAL DE LOS OLIVOS",2020,"275","enero"
"730","FRACC. PORTAL DE LOS OLIVOS",2021,"290","enero"
"731","FRACC. PORTAL DE LOS OLIVOS",2019,"256","enero"
"732","FRACC. PORTAL DE LOS OLIVOS",2018,"238","enero"
"733","FRACC. PORTO MOLINO",2020,"2575","enero"
"734","FRACC. PORTO MOLINO",2019,"1219","enero"
"735","FRACC. PORTO MOLINO",2018,"806","enero"
"736","FRACC. PORTO MOLINO",2021,"3594","enero"
"737","FRACC. PRADERA DORADA III",2018,"1212","enero"
"738","FRACC. PRADERA DORADA III",2019,"3614","enero"
"739","FRACC. PRADERA DORADA III",2020,"3926","enero"
"740","FRACC. PRADERA DORADA III",2021,"3279","enero"
"741","FRACC. PRADERA DORADA IV",2021,"16496","enero"
"742","FRACC. PRADERA DORADA IV",2019,"16555","enero"
"743","FRACC. PRADERA DORADA IV",2018,"15345","enero"
"744","FRACC. PRADERA DORADA IV",2020,"16405","enero"
"745","FRACC. PRADERA DORADA V",2021,"18318","enero"
"746","FRACC. PRADERA DORADA V",2020,"18092","enero"
"747","FRACC. PRADERA DORADA V",2018,"14246","enero"
"748","FRACC. PRADERA DORADA V",2019,"16836","enero"
"749","FRACC. PRADERA DORADA VI",2019,"9842","enero"
"750","FRACC. PRADERA DORADA VI",2021,"10705","enero"
"751","FRACC. PRADERA DORADA VI",2018,"2582","enero"
"752","FRACC. PRADERA DORADA VI",2020,"9311","enero"
"753","FRACC. PRADO BONITO",2018,"9368","enero"
"754","FRACC. PRADO BONITO",2020,"8112","enero"
"755","FRACC. PRADO BONITO",2021,"8925","enero"
"756","FRACC. PRADO BONITO",2019,"8976","enero"
"757","FRACC. PRADOS DEL SOL",2019,"17232","enero"
"758","FRACC. PRADOS DEL SOL",2018,"5355","enero"
"759","FRACC. PRADOS DEL SOL",2020,"17994","enero"
"760","FRACC. PRADOS DEL SOL",2021,"18275","enero"
"761","FRACC. PRIV. SANTA RITA",2019,"551","enero"
"762","FRACC. PRIV. SANTA RITA",2021,"577","enero"
"763","FRACC. PRIV. SANTA RITA",2020,"412","enero"
"764","FRACC. PRIV. SANTA RITA",2018,"530","enero"
"765","FRACC. PRIVANZAS",2020,"1894","enero"
"766","FRACC. PRIVANZAS",2018,"2032","enero"
"767","FRACC. PRIVANZAS",2021,"2110","enero"
"768","FRACC. PRIVANZAS",2019,"2065","enero"
"769","FRACC. PUERTA DEL SOL",2020,"6840","enero"
"770","FRACC. PUERTA DEL SOL",2019,"6908","enero"
"771","FRACC. PUERTA DEL SOL",2018,"6481","enero"
"772","FRACC. PUERTA DEL SOL",2021,"7173","enero"
"773","FRACC. PUERTA DORADA",2021,"431","enero"
"774","FRACC. PUERTA DORADA",2020,"256","enero"
"775","FRACC. PUERTA DORADA",2018,"272","enero"
"776","FRACC. PUERTA DORADA",2019,"338","enero"
"777","FRACC. PUESTA DEL SOL",2019,"8146","enero"
"778","FRACC. PUESTA DEL SOL",2018,"8576","enero"
"779","FRACC. PUESTA DEL SOL",2021,"8475","enero"
"780","FRACC. PUESTA DEL SOL",2020,"7888","enero"
"781","FRACC. PUNTA DIAMANTE",2019,"1792","enero"
"782","FRACC. PUNTA DIAMANTE",2018,"1690","enero"
"783","FRACC. PUNTA DIAMANTE",2020,"1444","enero"
"784","FRACC. PUNTA DIAMANTE",2021,"2291","enero"
"785","FRACC. QUINTA GAVIOTAS",2019,"853","enero"
"786","FRACC. QUINTA GAVIOTAS",2018,"1010","enero"
"787","FRACC. QUINTA GAVIOTAS",2021,"758","enero"
"788","FRACC. QUINTA GAVIOTAS",2020,"864","enero"
"789","FRACC. QUINTA REAL",2021,"2164","enero"
"790","FRACC. QUINTA REAL",2018,"2455","enero"
"791","FRACC. QUINTA REAL",2019,"2203","enero"
"792","FRACC. QUINTA REAL",2020,"2051","enero"
"793","FRACC. QUINTAS DEL MAR",2021,"2173","enero"
"794","FRACC. QUINTAS DEL MAR",2018,"3555","enero"
"795","FRACC. QUINTAS DEL MAR",2019,"2215","enero"
"796","FRACC. QUINTAS DEL MAR",2020,"2625","enero"
"797","FRACC. REAL DEL VALLE",2021,"13627","enero"
"798","FRACC. REAL DEL VALLE",2020,"10010","enero"
"799","FRACC. REAL DEL VALLE",2018,"42718","enero"
"800","FRACC. REAL DEL VALLE",2019,"8719","enero"
"801","FRACC. REAL DEL VALLE COTO 15",2018,"28636","enero"
"802","FRACC. REAL DEL VALLE COTO 15",2019,"2700","enero"
"803","FRACC. REAL DEL VALLE COTO 15",2020,"3301","enero"
"804","FRACC. REAL DEL VALLE COTO 15",2021,"3557","enero"
"805","FRACC. RESID. AZALEA,EL TOREO",2019,"313","enero"
"806","FRACC. RESID. AZALEA,EL TOREO",2018,"303","enero"
"807","FRACC. RESID. AZALEA,EL TOREO",2020,"327","enero"
"808","FRACC. RESID. AZALEA,EL TOREO",2021,"389","enero"
"809","FRACC. RESID. LOS CARACOLES",2019,"1325","enero"
"810","FRACC. RESID. LOS CARACOLES",2018,"1291","enero"
"811","FRACC. RESID. LOS CARACOLES",2020,"1192","enero"
"812","FRACC. RESID. LOS CARACOLES",2021,"1247","enero"
"813","FRACC. RESID. VILLAS DEL REY",2018,"17521","enero"
"814","FRACC. RESID. VILLAS DEL REY",2020,"19339","enero"
"815","FRACC. RESID. VILLAS DEL REY",2019,"16953","enero"
"816","FRACC. RESID. VILLAS DEL REY",2021,"20271","enero"
"817","FRACC. RESID. ZAFIRO",2021,"317","enero"
"818","FRACC. RESID. ZAFIRO",2018,"317","enero"
"819","FRACC. RESID. ZAFIRO",2019,"277","enero"
"820","FRACC. RESID. ZAFIRO",2020,"474","enero"
"821","FRACC. RESIDENC. REAL DEL MAR",2021,"1407","enero"
"822","FRACC. RESIDENC. REAL DEL MAR",2020,"937","enero"
"823","FRACC. RESIDENC. REAL DEL MAR",2018,"880","enero"
"824","FRACC. RESIDENC. REAL DEL MAR",2019,"1168","enero"
"825","FRACC. RESIDENCIAL PALMEIRA",2021,"204","enero"
"826","FRACC. RESIDENCIAL PALMEIRA",2019,"147","enero"
"827","FRACC. RESIDENCIAL PALMEIRA",2018,"216","enero"
"828","FRACC. RESIDENCIAL PALMEIRA",2020,"149","enero"
"829","FRACC. RESIDENCIAL SABALO",2018,"227","enero"
"830","FRACC. RESIDENCIAL SABALO",2020,"198","enero"
"831","FRACC. RESIDENCIAL SABALO",2021,"153","enero"
"832","FRACC. RESIDENCIAL SABALO",2019,"178","enero"
"833","FRACC. RESIDENCIAL SAN MARCOS",2021,"3447","enero"
"834","FRACC. RESIDENCIAL SAN MARCOS",2019,"2854","enero"
"835","FRACC. RESIDENCIAL SAN MARCOS",2018,"3024","enero"
"836","FRACC. RESIDENCIAL SAN MARCOS",2020,"3194","enero"
"837","FRACC. RINC. DEL VALLE",2018,"4514","enero"
"838","FRACC. RINC. DEL VALLE",2020,"5403","enero"
"839","FRACC. RINC. DEL VALLE",2021,"5306","enero"
"840","FRACC. RINC. DEL VALLE",2019,"5029","enero"
"841","FRACC. RINCON COLONIAL",2020,"357","enero"
"842","FRACC. RINCON COLONIAL",2018,"454","enero"
"843","FRACC. RINCON COLONIAL",2021,"405","enero"
"844","FRACC. RINCON COLONIAL",2019,"443","enero"
"845","FRACC. RINCON DE LAS PLAZAS",2020,"2684","enero"
"846","FRACC. RINCON DE LAS PLAZAS",2021,"3064","enero"
"847","FRACC. RINCON DE LAS PLAZAS",2019,"2719","enero"
"848","FRACC. RINCON DE LAS PLAZAS",2018,"2756","enero"
"849","FRACC. RINCON DE URIAS",2020,"6949","enero"
"850","FRACC. RINCON DE URIAS",2018,"1213","enero"
"851","FRACC. RINCON DE URIAS",2019,"1055","enero"
"852","FRACC. RINCON DE URIAS",2021,"7419","enero"
"853","FRACC. RINCONADA",2019,"840","enero"
"854","FRACC. RINCONADA",2021,"769","enero"
"855","FRACC. RINCONADA",2020,"690","enero"
"856","FRACC. RINCONADA",2018,"1055","enero"
"857","FRACC. ROYAL COUNTRY",2020,"705","enero"
"858","FRACC. ROYAL COUNTRY",2021,"779","enero"
"859","FRACC. ROYAL COUNTRY",2018,"842","enero"
"860","FRACC. ROYAL COUNTRY",2019,"773","enero"
"861","FRACC. SABALO COUNTRY CLUB",2020,"35648","enero"
"862","FRACC. SABALO COUNTRY CLUB",2018,"39089","enero"
"863","FRACC. SABALO COUNTRY CLUB",2021,"35590","enero"
"864","FRACC. SABALO COUNTRY CLUB",2019,"34117","enero"
"865","FRACC. SAN ANGEL",2018,"4380","enero"
"866","FRACC. SAN ANGEL",2021,"4601","enero"
"867","FRACC. SAN ANGEL",2020,"4672","enero"
"868","FRACC. SAN ANGEL",2019,"4229","enero"
"869","FRACC. SAN ANTONIO",2018,"530","enero"
"870","FRACC. SAN ANTONIO",2021,"1058","enero"
"871","FRACC. SAN ANTONIO",2020,"892","enero"
"872","FRACC. SAN ANTONIO",2019,"973","enero"
"873","FRACC. SAN CARLOS",2018,"615","enero"
"874","FRACC. SAN CARLOS",2021,"646","enero"
"875","FRACC. SAN CARLOS",2019,"566","enero"
"876","FRACC. SAN CARLOS",2020,"876","enero"
"877","FRACC. SAN FRANCISCO RESIDENC.",2020,"5426","enero"
"878","FRACC. SAN FRANCISCO RESIDENC.",2018,"5263","enero"
"879","FRACC. SAN FRANCISCO RESIDENC.",2021,"5940","enero"
"880","FRACC. SAN FRANCISCO RESIDENC.",2019,"5839","enero"
"881","FRACC. SAN JOAQUIN",2020,"7923","enero"
"882","FRACC. SAN JOAQUIN",2019,"7965","enero"
"883","FRACC. SAN JOAQUIN",2021,"7978","enero"
"884","FRACC. SAN JOAQUIN",2018,"8457","enero"
"885","FRACC. SAN NICOLAS",2020,"361","enero"
"886","FRACC. SAN NICOLAS",2021,"329","enero"
"887","FRACC. SAN NICOLAS",2018,"371","enero"
"888","FRACC. SAN NICOLAS",2019,"400","enero"
"889","FRACC. SAN RAFAEL",2020,"2512","enero"
"890","FRACC. SAN RAFAEL",2018,"2544","enero"
"891","FRACC. SAN RAFAEL",2019,"2331","enero"
"892","FRACC. SAN RAFAEL",2021,"2559","enero"
"893","FRACC. SANTA ANITA",2019,"269","enero"
"894","FRACC. SANTA ANITA",2020,"327","enero"
"895","FRACC. SANTA ANITA",2021,"263","enero"
"896","FRACC. SANTA ANITA",2018,"268","enero"
